rank,phase,image,folder,filename,candidate_id,x,y,width,height,center_x,center_y,area_px,mask_major_axis_px,mask_minor_axis_px,lint_fraction,green_fraction,brightness,visibility,measurement_ready_score
12341,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095829_0334_D.JPG,Part_one_pre_def_rgb,DJI_20250929095829_0334_D.JPG,278,5016,2383,35,49,5033.5,2407.5,917,48.632,34.737,0.5429,0.1714,0.5429,0.5429,0.569
12342,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095913_0356_D.JPG,Part_one_pre_def_rgb,DJI_20250929095913_0356_D.JPG,297,3696,2668,49,35,3720.5,2685.5,917,48.632,34.737,0.5429,0.1714,0.5429,0.5429,0.569
12343,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095919_0359_D.JPG,Part_one_pre_def_rgb,DJI_20250929095919_0359_D.JPG,166,361,1459,63,63,392.5,1490.5,1545,62.526,62.526,0.5185,0.0123,0.5679,0.3951,0.569
12344,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095907_0353_D.JPG,Part_one_pre_def_rgb,DJI_20250929095907_0353_D.JPG,261,1139,2049,42,42,1160.0,2070.0,772,41.684,41.684,0.4722,0.0278,0.6667,0.4444,0.569
12345,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095941_0370_D.JPG,Part_one_pre_def_rgb,DJI_20250929095941_0370_D.JPG,342,4092,3786,42,42,4113.0,3807.0,772,41.684,41.684,0.5,0.0278,0.6111,0.4444,0.569
12346,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095943_0371_D.JPG,Part_one_pre_def_rgb,DJI_20250929095943_0371_D.JPG,204,4217,3369,49,49,4241.5,3393.5,1158,48.632,48.632,0.4898,0.3265,0.6531,0.4898,0.569
12347,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095927_0363_D.JPG,Part_one_pre_def_rgb,DJI_20250929095927_0363_D.JPG,50,2779,3460,104,104,2831.0,3512.0,4392,104.211,104.211,0.4356,0.2178,0.6533,0.4044,0.569
12348,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095827_0333_D.JPG,Part_one_pre_def_rgb,DJI_20250929095827_0333_D.JPG,317,3349,2501,28,49,3363.0,2525.5,724,48.632,27.789,0.5357,0.0,0.6071,0.5357,0.569
12349,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095841_0340_D.JPG,Part_one_pre_def_rgb,DJI_20250929095841_0340_D.JPG,398,667,2327,49,28,691.5,2341.0,724,48.632,27.789,0.5357,0.0,0.6071,0.5357,0.569
12350,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095943_0371_D.JPG,Part_one_pre_def_rgb,DJI_20250929095943_0371_D.JPG,386,1890,2939,28,49,1904.0,2963.5,724,48.632,27.789,0.5357,0.0,0.6071,0.5357,0.569
12351,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095927_0363_D.JPG,Part_one_pre_def_rgb,DJI_20250929095927_0363_D.JPG,102,723,2432,69,69,757.5,2466.5,2075,69.474,69.474,0.47,0.02,0.59,0.43,0.5689
12352,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095859_0349_D.JPG,Part_one_pre_def_rgb,DJI_20250929095859_0349_D.JPG,173,1681,2668,42,49,1702.0,2692.5,1014,48.632,41.684,0.5,0.119,0.5952,0.5,0.5689
12353,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095859_0349_D.JPG,Part_one_pre_def_rgb,DJI_20250929095859_0349_D.JPG,185,1167,1598,56,42,1195.0,1619.0,965,55.579,41.684,0.5625,0.0208,0.5833,0.4167,0.5689
12354,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095827_0333_D.JPG,Part_one_pre_def_rgb,DJI_20250929095827_0333_D.JPG,105,653,2953,63,56,684.5,2981.0,1593,62.526,55.579,0.4722,0.0556,0.625,0.4583,0.5689
12355,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095935_0367_D.JPG,Part_one_pre_def_rgb,DJI_20250929095935_0367_D.JPG,123,528,1730,69,76,562.5,1768.0,2510,76.421,69.474,0.4818,0.0091,0.5091,0.4727,0.5689
12356,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100009_0384_D.JPG,Part_one_pre_def_rgb,DJI_20250929100009_0384_D.JPG,135,3682,3752,56,56,3710.0,3780.0,1400,55.579,55.579,0.4844,0.1094,0.6094,0.4531,0.5689
12357,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095845_0342_D.JPG,Part_one_pre_def_rgb,DJI_20250929095845_0342_D.JPG,397,2800,2744,35,35,2817.5,2761.5,627,34.737,34.737,0.52,0.32,0.6,0.52,0.5688
12358,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095947_0373_D.JPG,Part_one_pre_def_rgb,DJI_20250929095947_0373_D.JPG,358,1410,3592,35,35,1427.5,3609.5,627,34.737,34.737,0.52,0.32,0.6,0.52,0.5688
12359,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095919_0359_D.JPG,Part_one_pre_def_rgb,DJI_20250929095919_0359_D.JPG,223,3085,1806,56,49,3113.0,1830.5,1255,55.579,48.632,0.5179,0.0536,0.5536,0.4643,0.5688
12360,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095937_0368_D.JPG,Part_one_pre_def_rgb,DJI_20250929095937_0368_D.JPG,129,521,2543,69,63,555.5,2574.5,1882,69.474,62.526,0.4444,0.0556,0.6889,0.4333,0.5688
12361,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095747_0313_D.JPG,Part_one_pre_def_rgb,DJI_20250929095747_0313_D.JPG,201,4794,855,56,42,4822.0,876.0,1110,55.579,41.684,0.4792,0.0417,0.6667,0.4792,0.5688
12362,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095805_0322_D.JPG,Part_one_pre_def_rgb,DJI_20250929095805_0322_D.JPG,227,2577,2244,28,69,2591.0,2278.5,1110,69.474,27.789,0.575,0.05,0.65,0.575,0.5688
12363,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095833_0336_D.JPG,Part_one_pre_def_rgb,DJI_20250929095833_0336_D.JPG,51,2897,3175,90,97,2942.0,3223.5,3089,97.263,90.316,0.478,0.0385,0.6429,0.3516,0.5688
12364,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095847_0343_D.JPG,Part_one_pre_def_rgb,DJI_20250929095847_0343_D.JPG,11,465,3772,125,181,527.5,3862.5,9122,180.632,125.053,0.4188,0.2842,0.6645,0.4038,0.5688
12365,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095949_0374_D.JPG,Part_one_pre_def_rgb,DJI_20250929095949_0374_D.JPG,105,3272,1306,42,69,3293.0,1340.5,1496,69.474,41.684,0.5167,0.0,0.5833,0.5167,0.5687
12366,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095821_0330_D.JPG,Part_one_pre_def_rgb,DJI_20250929095821_0330_D.JPG,294,3752,3460,49,35,3776.5,3477.5,821,48.632,34.737,0.4857,0.1143,0.7143,0.4857,0.5687
12367,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095927_0363_D.JPG,Part_one_pre_def_rgb,DJI_20250929095927_0363_D.JPG,278,1501,2939,42,49,1522.0,2963.5,965,48.632,41.684,0.4762,0.0952,0.6667,0.4762,0.5687
12368,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095931_0365_D.JPG,Part_one_pre_def_rgb,DJI_20250929095931_0365_D.JPG,124,3786,2404,63,69,3817.5,2438.5,2075,69.474,62.526,0.4889,0.0,0.5111,0.4778,0.5687
12369,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095839_0339_D.JPG,Part_one_pre_def_rgb,DJI_20250929095839_0339_D.JPG,309,1244,1251,42,35,1265.0,1268.5,772,41.684,34.737,0.5333,0.1667,0.5333,0.5333,0.5687
12370,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095953_0376_D.JPG,Part_one_pre_def_rgb,DJI_20250929095953_0376_D.JPG,37,1792,3675,90,83,1837.0,3716.5,3041,90.316,83.368,0.4615,0.1282,0.6474,0.4038,0.5686
12371,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095833_0336_D.JPG,Part_one_pre_def_rgb,DJI_20250929095833_0336_D.JPG,6,0,3154,195,285,97.5,3296.5,16748,284.842,194.526,0.4024,0.1524,0.5958,0.3023,0.5686
12372,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095915_0357_D.JPG,Part_one_pre_def_rgb,DJI_20250929095915_0357_D.JPG,186,2696,2744,49,56,2720.5,2772.0,1207,55.579,48.632,0.4643,0.1786,0.7321,0.4464,0.5686
12373,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095753_0316_D.JPG,Part_one_pre_def_rgb,DJI_20250929095753_0316_D.JPG,332,2654,3237,35,42,2671.5,3258.0,724,41.684,34.737,0.5,0.1333,0.6333,0.5,0.5686
12374,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095833_0336_D.JPG,Part_one_pre_def_rgb,DJI_20250929095833_0336_D.JPG,158,4113,2056,56,56,4141.0,2084.0,1400,55.579,55.579,0.5,0.0312,0.5469,0.4531,0.5686
12375,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100013_0386_D.JPG,Part_one_pre_def_rgb,DJI_20250929100013_0386_D.JPG,66,1257,2439,118,76,1316.0,2477.0,3910,118.105,76.421,0.4866,0.1016,0.6257,0.4332,0.5685
12376,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095849_0344_D.JPG,Part_one_pre_def_rgb,DJI_20250929095849_0344_D.JPG,158,2800,2522,56,49,2828.0,2546.5,1351,55.579,48.632,0.5,0.0536,0.5357,0.5,0.5685
12377,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095917_0358_D.JPG,Part_one_pre_def_rgb,DJI_20250929095917_0358_D.JPG,364,104,2564,49,42,128.5,2585.0,917,48.632,41.684,0.5,0.0714,0.6429,0.4524,0.5685
12378,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095753_0316_D.JPG,Part_one_pre_def_rgb,DJI_20250929095753_0316_D.JPG,138,5030,1042,35,63,5047.5,1073.5,1158,62.526,34.737,0.5333,0.3333,0.7111,0.5333,0.5685
12379,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095813_0326_D.JPG,Part_one_pre_def_rgb,DJI_20250929095813_0326_D.JPG,284,208,3050,35,56,225.5,3078.0,1014,55.579,34.737,0.525,0.2,0.65,0.525,0.5685
12380,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095955_0377_D.JPG,Part_one_pre_def_rgb,DJI_20250929095955_0377_D.JPG,196,3932,2466,35,56,3949.5,2494.0,1014,55.579,34.737,0.525,0.0,0.575,0.525,0.5685
12381,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095803_0321_D.JPG,Part_one_pre_def_rgb,DJI_20250929095803_0321_D.JPG,305,3390,2439,28,56,3404.0,2467.0,821,55.579,27.789,0.5312,0.125,0.7188,0.5312,0.5685
12382,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095857_0348_D.JPG,Part_one_pre_def_rgb,DJI_20250929095857_0348_D.JPG,386,347,2939,35,42,364.5,2960.0,676,41.684,34.737,0.5,0.1,0.6667,0.4667,0.5684
12383,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095903_0351_D.JPG,Part_one_pre_def_rgb,DJI_20250929095903_0351_D.JPG,330,1744,3363,35,42,1761.5,3384.0,676,41.684,34.737,0.5333,0.1,0.6,0.4667,0.5684
12384,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095759_0319_D.JPG,Part_one_pre_def_rgb,DJI_20250929095759_0319_D.JPG,252,1973,1730,49,42,1997.5,1751.0,1014,48.632,41.684,0.5,0.0,0.5476,0.5,0.5684
12385,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095807_0323_D.JPG,Part_one_pre_def_rgb,DJI_20250929095807_0323_D.JPG,246,4502,1000,42,49,4523.0,1024.5,1014,48.632,41.684,0.5,0.1905,0.619,0.5,0.5684
12386,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095821_0330_D.JPG,Part_one_pre_def_rgb,DJI_20250929095821_0330_D.JPG,212,118,2251,42,49,139.0,2275.5,1014,48.632,41.684,0.5,0.0,0.5476,0.5,0.5684
12387,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095859_0349_D.JPG,Part_one_pre_def_rgb,DJI_20250929095859_0349_D.JPG,174,952,2682,42,49,973.0,2706.5,1014,48.632,41.684,0.5,0.0,0.5476,0.5,0.5684
12388,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095747_0313_D.JPG,Part_one_pre_def_rgb,DJI_20250929095747_0313_D.JPG,309,2953,111,21,63,2963.5,142.5,821,62.526,20.842,0.6296,0.0741,0.6296,0.6296,0.5684
12389,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100021_0390_D.JPG,Part_one_pre_def_rgb,DJI_20250929100021_0390_D.JPG,340,903,3814,21,63,913.5,3845.5,821,62.526,20.842,0.6296,0.0741,0.6296,0.6296,0.5684
12390,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095843_0341_D.JPG,Part_one_pre_def_rgb,DJI_20250929095843_0341_D.JPG,157,63,3231,49,63,87.5,3262.5,1158,62.526,48.632,0.4762,0.0,0.7619,0.381,0.5684
12391,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095757_0318_D.JPG,Part_one_pre_def_rgb,DJI_20250929095757_0318_D.JPG,243,5176,3627,49,35,5200.5,3644.5,917,48.632,34.737,0.5429,0.2571,0.5714,0.5429,0.5684
12392,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095923_0361_D.JPG,Part_one_pre_def_rgb,DJI_20250929095923_0361_D.JPG,158,472,2814,56,56,500.0,2842.0,1496,55.579,55.579,0.4844,0.0312,0.5312,0.4844,0.5684
12393,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095747_0313_D.JPG,Part_one_pre_def_rgb,DJI_20250929095747_0313_D.JPG,212,4981,3668,49,49,5005.5,3692.5,1110,48.632,48.632,0.4694,0.0408,0.6122,0.4694,0.5684
12394,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095821_0330_D.JPG,Part_one_pre_def_rgb,DJI_20250929095821_0330_D.JPG,189,3745,2515,49,49,3769.5,2539.5,1110,48.632,48.632,0.4694,0.0408,0.6122,0.4694,0.5684
12395,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095857_0348_D.JPG,Part_one_pre_def_rgb,DJI_20250929095857_0348_D.JPG,6,1014,1626,139,208,1083.5,1730.0,11536,208.421,138.947,0.4183,0.0367,0.5267,0.3983,0.5684
12396,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095805_0322_D.JPG,Part_one_pre_def_rgb,DJI_20250929095805_0322_D.JPG,127,1431,3432,63,63,1462.5,3463.5,1786,62.526,62.526,0.4691,0.0741,0.5926,0.4568,0.5683
12397,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095951_0375_D.JPG,Part_one_pre_def_rgb,DJI_20250929095951_0375_D.JPG,28,1369,3585,104,111,1421.0,3640.5,4827,111.158,104.211,0.4333,0.15,0.6125,0.4167,0.5683
12398,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095959_0379_D.JPG,Part_one_pre_def_rgb,DJI_20250929095959_0379_D.JPG,160,2404,2425,49,56,2428.5,2453.0,1303,55.579,48.632,0.4821,0.0357,0.5893,0.4821,0.5683
12399,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095751_0315_D.JPG,Part_one_pre_def_rgb,DJI_20250929095751_0315_D.JPG,336,2015,1633,49,42,2039.5,1654.0,869,48.632,41.684,0.5238,0.0476,0.619,0.4286,0.5683
12400,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095823_0331_D.JPG,Part_one_pre_def_rgb,DJI_20250929095823_0331_D.JPG,215,167,3029,49,35,191.5,3046.5,869,48.632,34.737,0.5143,0.0,0.5714,0.5143,0.5683
12401,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095831_0335_D.JPG,Part_one_pre_def_rgb,DJI_20250929095831_0335_D.JPG,280,1355,1744,49,35,1379.5,1761.5,869,48.632,34.737,0.5143,0.0,0.5714,0.5143,0.5683
12402,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095837_0338_D.JPG,Part_one_pre_def_rgb,DJI_20250929095837_0338_D.JPG,337,3585,1431,49,35,3609.5,1448.5,869,48.632,34.737,0.5143,0.0,0.5714,0.5143,0.5683
12403,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095905_0352_D.JPG,Part_one_pre_def_rgb,DJI_20250929095905_0352_D.JPG,289,535,2973,35,49,552.5,2997.5,869,48.632,34.737,0.5143,0.0,0.5714,0.5143,0.5683
12404,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095929_0364_D.JPG,Part_one_pre_def_rgb,DJI_20250929095929_0364_D.JPG,368,1431,2529,35,49,1448.5,2553.5,869,48.632,34.737,0.5143,0.0,0.5714,0.5143,0.5683
12405,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095959_0379_D.JPG,Part_one_pre_def_rgb,DJI_20250929095959_0379_D.JPG,292,2126,2848,49,35,2150.5,2865.5,869,48.632,34.737,0.5143,0.0,0.5714,0.5143,0.5683
12406,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100019_0389_D.JPG,Part_one_pre_def_rgb,DJI_20250929100019_0389_D.JPG,319,1681,2209,35,49,1698.5,2233.5,869,48.632,34.737,0.5143,0.0,0.5714,0.5143,0.5683
12407,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095847_0343_D.JPG,Part_one_pre_def_rgb,DJI_20250929095847_0343_D.JPG,329,3613,3001,28,42,3627.0,3022.0,627,41.684,27.789,0.5417,0.25,0.625,0.5417,0.5683
12408,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095903_0351_D.JPG,Part_one_pre_def_rgb,DJI_20250929095903_0351_D.JPG,369,2327,3432,28,42,2341.0,3453.0,627,41.684,27.789,0.5417,0.25,0.625,0.5417,0.5683
12409,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095949_0374_D.JPG,Part_one_pre_def_rgb,DJI_20250929095949_0374_D.JPG,305,4384,2960,42,28,4405.0,2974.0,627,41.684,27.789,0.5417,0.25,0.625,0.5417,0.5683
12410,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095953_0376_D.JPG,Part_one_pre_def_rgb,DJI_20250929095953_0376_D.JPG,342,2487,3446,42,28,2508.0,3460.0,627,41.684,27.789,0.5417,0.25,0.625,0.5417,0.5683
12411,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095925_0362_D.JPG,Part_one_pre_def_rgb,DJI_20250929095925_0362_D.JPG,31,257,3821,181,132,347.5,3887.0,7626,180.632,132.0,0.4312,0.1822,0.7287,0.3198,0.5683
12412,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095817_0328_D.JPG,Part_one_pre_def_rgb,DJI_20250929095817_0328_D.JPG,341,2237,2744,28,56,2251.0,2772.0,724,55.579,27.789,0.5,0.0625,0.8438,0.4688,0.5682
12413,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095951_0375_D.JPG,Part_one_pre_def_rgb,DJI_20250929095951_0375_D.JPG,279,4557,3564,49,28,4581.5,3578.0,724,48.632,27.789,0.5357,0.1071,0.6429,0.5357,0.5682
12414,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095931_0365_D.JPG,Part_one_pre_def_rgb,DJI_20250929095931_0365_D.JPG,398,4168,3349,42,42,4189.0,3370.0,869,41.684,41.684,0.5,0.0278,0.5278,0.5,0.5682
12415,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100009_0384_D.JPG,Part_one_pre_def_rgb,DJI_20250929100009_0384_D.JPG,224,3571,368,42,42,3592.0,389.0,869,41.684,41.684,0.5,0.0278,0.5278,0.5,0.5682
12416,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100009_0384_D.JPG,Part_one_pre_def_rgb,DJI_20250929100009_0384_D.JPG,352,1466,3786,28,49,1480.0,3810.5,676,48.632,27.789,0.5,0.0714,0.75,0.5,0.5682
12417,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100001_0380_D.JPG,Part_one_pre_def_rgb,DJI_20250929100001_0380_D.JPG,243,3675,3710,56,35,3703.0,3727.5,917,55.579,34.737,0.475,0.15,0.8,0.475,0.5682
12418,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095835_0337_D.JPG,Part_one_pre_def_rgb,DJI_20250929095835_0337_D.JPG,164,2841,3717,42,63,2862.0,3748.5,1207,62.526,41.684,0.463,0.1667,0.7963,0.463,0.5681
12419,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100013_0386_D.JPG,Part_one_pre_def_rgb,DJI_20250929100013_0386_D.JPG,93,2445,3258,90,83,2490.0,3299.5,2992,90.316,83.368,0.4744,0.0577,0.6026,0.3974,0.5681
12420,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100013_0386_D.JPG,Part_one_pre_def_rgb,DJI_20250929100013_0386_D.JPG,148,4571,3356,90,49,4616.0,3380.5,2075,90.316,48.632,0.5055,0.0659,0.6923,0.4725,0.5681
12421,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095947_0373_D.JPG,Part_one_pre_def_rgb,DJI_20250929095947_0373_D.JPG,123,1473,3217,63,56,1504.5,3245.0,1496,62.526,55.579,0.4861,0.0694,0.6389,0.4306,0.5681
12422,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095839_0339_D.JPG,Part_one_pre_def_rgb,DJI_20250929095839_0339_D.JPG,201,4168,3689,63,49,4199.5,3713.5,1158,62.526,48.632,0.4444,0.0476,0.8413,0.381,0.5681
12423,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095747_0313_D.JPG,Part_one_pre_def_rgb,DJI_20250929095747_0313_D.JPG,132,5141,3224,56,56,5169.0,3252.0,1496,55.579,55.579,0.4844,0.0781,0.5469,0.4844,0.5681
12424,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095915_0357_D.JPG,Part_one_pre_def_rgb,DJI_20250929095915_0357_D.JPG,25,1257,3821,132,132,1323.0,3887.0,6709,132.0,132.0,0.4321,0.0582,0.5346,0.385,0.5681
12425,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095747_0313_D.JPG,Part_one_pre_def_rgb,DJI_20250929095747_0313_D.JPG,317,1251,861,42,42,1272.0,882.0,821,41.684,41.684,0.4722,0.0,0.6111,0.4722,0.5681
12426,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095755_0317_D.JPG,Part_one_pre_def_rgb,DJI_20250929095755_0317_D.JPG,353,2543,1480,42,42,2564.0,1501.0,821,41.684,41.684,0.5,0.0,0.5556,0.4722,0.5681
12427,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095815_0327_D.JPG,Part_one_pre_def_rgb,DJI_20250929095815_0327_D.JPG,277,1647,1014,42,42,1668.0,1035.0,821,41.684,41.684,0.4722,0.0,0.6111,0.4722,0.5681
12428,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095831_0335_D.JPG,Part_one_pre_def_rgb,DJI_20250929095831_0335_D.JPG,16,368,959,97,153,416.5,1035.5,6805,152.842,97.263,0.4643,0.0682,0.5227,0.4578,0.5681
12429,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095845_0342_D.JPG,Part_one_pre_def_rgb,DJI_20250929095845_0342_D.JPG,173,3918,3918,63,35,3949.5,3935.5,1158,62.526,34.737,0.5333,0.0444,0.6,0.5333,0.5681
12430,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095933_0366_D.JPG,Part_one_pre_def_rgb,DJI_20250929095933_0366_D.JPG,242,3620,3029,35,63,3637.5,3060.5,1158,62.526,34.737,0.5333,0.0444,0.6,0.5333,0.5681
12431,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095935_0367_D.JPG,Part_one_pre_def_rgb,DJI_20250929095935_0367_D.JPG,282,4349,2230,63,35,4380.5,2247.5,1158,62.526,34.737,0.5333,0.0444,0.6,0.5333,0.5681
12432,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095949_0374_D.JPG,Part_one_pre_def_rgb,DJI_20250929095949_0374_D.JPG,320,2286,3759,35,35,2303.5,3776.5,627,34.737,34.737,0.52,0.12,0.52,0.52,0.568
12433,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100001_0380_D.JPG,Part_one_pre_def_rgb,DJI_20250929100001_0380_D.JPG,375,2994,1459,35,35,3011.5,1476.5,627,34.737,34.737,0.52,0.12,0.52,0.52,0.568
12434,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095923_0361_D.JPG,Part_one_pre_def_rgb,DJI_20250929095923_0361_D.JPG,12,3654,2883,139,243,3723.5,3004.5,14190,243.158,138.947,0.4357,0.0429,0.4643,0.42,0.568
12435,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100015_0387_D.JPG,Part_one_pre_def_rgb,DJI_20250929100015_0387_D.JPG,362,1376,3092,35,42,1393.5,3113.0,772,41.684,34.737,0.5333,0.2667,0.5667,0.5333,0.568
12436,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095749_0314_D.JPG,Part_one_pre_def_rgb,DJI_20250929095749_0314_D.JPG,189,4516,2828,49,42,4540.5,2849.0,1014,48.632,41.684,0.5,0.0714,0.5714,0.5,0.568
12437,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095937_0368_D.JPG,Part_one_pre_def_rgb,DJI_20250929095937_0368_D.JPG,291,1306,3772,49,42,1330.5,3793.0,1014,48.632,41.684,0.5,0.2619,0.6429,0.5,0.568
12438,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095743_0311_D.JPG,Part_one_pre_def_rgb,DJI_20250929095743_0311_D.JPG,276,4815,2946,56,28,4843.0,2960.0,869,55.579,27.789,0.5625,0.0,0.5625,0.5625,0.568
