rank,phase,image,folder,filename,candidate_id,x,y,width,height,center_x,center_y,area_px,mask_major_axis_px,mask_minor_axis_px,lint_fraction,green_fraction,brightness,visibility,measurement_ready_score
103,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100019_0389_D.JPG,Part_one_pre_def_rgb,DJI_20250929100019_0389_D.JPG,376,278,1897,35,28,295.5,1911.0,772,34.737,27.789,0.8,0.3,0.85,0.8,0.748
104,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124553_0151_D.JPG,205_Post_Def_rgb,DJI_20250929124553_0151_D.JPG,284,1966,3654,49,63,1990.5,3685.5,1979,62.526,48.632,0.6508,0.0317,0.6508,0.6508,0.7476
105,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124643_0176_D.JPG,205_Post_Def_rgb,DJI_20250929124643_0176_D.JPG,23,1160,3759,195,195,1257.5,3856.5,18148,194.526,194.526,0.5306,0.0217,0.5421,0.4796,0.7475
106,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095815_0327_D.JPG,Part_one_pre_def_rgb,DJI_20250929095815_0327_D.JPG,349,813,3911,35,28,830.5,3925.0,724,34.737,27.789,0.75,0.0,0.9,0.75,0.7472
107,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124741_0205_D.JPG,205_Post_Def_rgb,DJI_20250929124741_0205_D.JPG,358,1285,3175,56,56,1313.0,3203.0,1786,55.579,55.579,0.6562,0.0,0.6562,0.5781,0.7471
108,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124549_0149_D.JPG,205_Post_Def_rgb,DJI_20250929124549_0149_D.JPG,394,1855,2383,49,56,1879.5,2411.0,1738,55.579,48.632,0.6429,0.0179,0.6429,0.6429,0.7464
109,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124523_0136_D.JPG,205_Post_Def_rgb,DJI_20250929124523_0136_D.JPG,287,2876,3752,35,56,2893.5,3780.0,1303,55.579,34.737,0.675,0.0,0.675,0.675,0.7462
110,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,69,5044,2348,56,63,5072.0,2379.5,2172,62.526,55.579,0.6389,0.0139,0.6389,0.625,0.7461
111,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124617_0163_D.JPG,205_Post_Def_rgb,DJI_20250929124617_0163_D.JPG,370,3953,1251,63,35,3984.5,1268.5,1496,62.526,34.737,0.6889,0.0667,0.6889,0.6889,0.7459
112,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124541_0145_D.JPG,205_Post_Def_rgb,DJI_20250929124541_0145_D.JPG,122,4787,2432,49,97,4811.5,2480.5,2992,97.263,48.632,0.7041,0.102,0.7041,0.6327,0.7456
113,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124531_0140_D.JPG,205_Post_Def_rgb,DJI_20250929124531_0140_D.JPG,307,3363,3571,56,49,3391.0,3595.5,1738,55.579,48.632,0.6429,0.0357,0.6429,0.6429,0.7453
114,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124637_0173_D.JPG,205_Post_Def_rgb,DJI_20250929124637_0173_D.JPG,230,4398,2689,49,56,4422.5,2717.0,1738,55.579,48.632,0.6429,0.0357,0.6429,0.6429,0.7453
115,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124705_0187_D.JPG,205_Post_Def_rgb,DJI_20250929124705_0187_D.JPG,290,4634,3168,49,63,4658.5,3199.5,1979,62.526,48.632,0.6508,0.0794,0.6508,0.6508,0.7448
116,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124543_0146_D.JPG,205_Post_Def_rgb,DJI_20250929124543_0146_D.JPG,209,3085,1959,63,63,3116.5,1990.5,2365,62.526,62.526,0.6296,0.0123,0.6296,0.6049,0.7445
117,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124625_0167_D.JPG,205_Post_Def_rgb,DJI_20250929124625_0167_D.JPG,353,2049,2522,28,63,2063.0,2553.5,1255,62.526,27.789,0.7222,0.1389,0.7222,0.7222,0.7434
118,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124511_0130_D.JPG,205_Post_Def_rgb,DJI_20250929124511_0130_D.JPG,324,3772,3342,42,42,3793.0,3363.0,1110,41.684,41.684,0.6389,0.0,0.6389,0.6389,0.7432
119,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095829_0334_D.JPG,Part_one_pre_def_rgb,DJI_20250929095829_0334_D.JPG,266,4481,695,35,35,4498.5,712.5,917,34.737,34.737,0.76,0.0,0.76,0.76,0.743
120,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100007_0383_D.JPG,Part_one_pre_def_rgb,DJI_20250929100007_0383_D.JPG,256,2529,1626,35,35,2546.5,1643.5,917,34.737,34.737,0.76,0.0,0.76,0.76,0.743
121,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124653_0181_D.JPG,205_Post_Def_rgb,DJI_20250929124653_0181_D.JPG,170,2043,3877,56,56,2071.0,3905.0,1931,55.579,55.579,0.625,0.0,0.625,0.625,0.7429
122,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124615_0162_D.JPG,205_Post_Def_rgb,DJI_20250929124615_0162_D.JPG,148,2765,2932,90,42,2810.0,2953.0,2606,90.316,41.684,0.6923,0.0897,0.6923,0.6923,0.7428
123,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124645_0177_D.JPG,205_Post_Def_rgb,DJI_20250929124645_0177_D.JPG,259,4245,2355,49,49,4269.5,2379.5,1496,48.632,48.632,0.6327,0.0204,0.6327,0.6327,0.7424
124,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124645_0177_D.JPG,205_Post_Def_rgb,DJI_20250929124645_0177_D.JPG,264,611,3752,49,49,635.5,3776.5,1496,48.632,48.632,0.6327,0.0204,0.6327,0.6327,0.7424
125,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095813_0326_D.JPG,Part_one_pre_def_rgb,DJI_20250929095813_0326_D.JPG,239,2119,340,42,35,2140.0,357.5,1110,41.684,34.737,0.7667,0.0,0.7667,0.7667,0.7421
126,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095927_0363_D.JPG,Part_one_pre_def_rgb,DJI_20250929095927_0363_D.JPG,222,104,1320,35,42,121.5,1341.0,1110,41.684,34.737,0.7667,0.0,0.7667,0.7667,0.7421
127,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095957_0378_D.JPG,Part_one_pre_def_rgb,DJI_20250929095957_0378_D.JPG,147,1313,3036,42,35,1334.0,3053.5,1110,41.684,34.737,0.7667,0.0,0.7667,0.7667,0.7421
128,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124511_0130_D.JPG,205_Post_Def_rgb,DJI_20250929124511_0130_D.JPG,245,2056,3842,42,49,2077.0,3866.5,1303,48.632,41.684,0.6429,0.0,0.6429,0.6429,0.7417
129,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124641_0175_D.JPG,205_Post_Def_rgb,DJI_20250929124641_0175_D.JPG,335,1924,2647,42,49,1945.0,2671.5,1303,48.632,41.684,0.6429,0.0,0.6429,0.6429,0.7417
130,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,287,542,3279,42,49,563.0,3303.5,1303,48.632,41.684,0.6429,0.0,0.6429,0.6429,0.7417
131,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095909_0354_D.JPG,Part_one_pre_def_rgb,DJI_20250929095909_0354_D.JPG,261,2960,3432,35,35,2977.5,3449.5,917,34.737,34.737,0.76,0.24,0.84,0.76,0.7414
132,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095837_0338_D.JPG,Part_one_pre_def_rgb,DJI_20250929095837_0338_D.JPG,208,3140,3411,35,49,3157.5,3435.5,1255,48.632,34.737,0.7429,0.0286,0.8857,0.7429,0.7409
133,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095945_0372_D.JPG,Part_one_pre_def_rgb,DJI_20250929095945_0372_D.JPG,383,2494,3633,35,21,2511.5,3643.5,579,34.737,20.842,0.8,0.1333,0.8667,0.8,0.7408
134,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095953_0376_D.JPG,Part_one_pre_def_rgb,DJI_20250929095953_0376_D.JPG,392,7,3682,21,35,17.5,3699.5,579,34.737,20.842,0.8,0.1333,0.8667,0.8,0.7408
135,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095823_0331_D.JPG,Part_one_pre_def_rgb,DJI_20250929095823_0331_D.JPG,370,4335,2369,28,28,4349.0,2383.0,579,27.789,27.789,0.75,0.0,0.8125,0.75,0.7408
136,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095949_0374_D.JPG,Part_one_pre_def_rgb,DJI_20250929095949_0374_D.JPG,349,306,3210,28,28,320.0,3224.0,579,27.789,27.789,0.75,0.0,0.8125,0.75,0.7408
137,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124651_0180_D.JPG,205_Post_Def_rgb,DJI_20250929124651_0180_D.JPG,393,3133,2682,49,35,3157.5,2699.5,1110,48.632,34.737,0.6571,0.0571,0.6857,0.6571,0.7408
138,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124511_0130_D.JPG,205_Post_Def_rgb,DJI_20250929124511_0130_D.JPG,90,1473,2730,56,63,1501.0,2761.5,2172,62.526,55.579,0.625,0.0,0.625,0.625,0.7402
139,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124507_0128_D.JPG,205_Post_Def_rgb,DJI_20250929124507_0128_D.JPG,389,868,3224,49,35,892.5,3241.5,1110,48.632,34.737,0.6571,0.0,0.6571,0.6571,0.7396
140,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,328,1091,3397,35,49,1108.5,3421.5,1110,48.632,34.737,0.6571,0.0,0.6571,0.6571,0.7396
141,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095753_0316_D.JPG,Part_one_pre_def_rgb,DJI_20250929095753_0316_D.JPG,315,4078,1994,35,28,4095.5,2008.0,724,34.737,27.789,0.75,0.0,0.85,0.75,0.7392
142,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100007_0383_D.JPG,Part_one_pre_def_rgb,DJI_20250929100007_0383_D.JPG,362,3383,2751,35,28,3400.5,2765.0,724,34.737,27.789,0.75,0.0,0.85,0.75,0.7392
143,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124625_0167_D.JPG,205_Post_Def_rgb,DJI_20250929124625_0167_D.JPG,333,5238,3439,42,49,5259.0,3463.5,1303,48.632,41.684,0.6429,0.0476,0.6429,0.6429,0.7388
144,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124507_0128_D.JPG,205_Post_Def_rgb,DJI_20250929124507_0128_D.JPG,396,3870,3786,42,42,3891.0,3807.0,1110,41.684,41.684,0.6389,0.0833,0.6389,0.6389,0.7382
145,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095847_0343_D.JPG,Part_one_pre_def_rgb,DJI_20250929095847_0343_D.JPG,358,868,1938,21,35,878.5,1955.5,579,34.737,20.842,0.8,0.0,0.8,0.8,0.7381
146,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095903_0351_D.JPG,Part_one_pre_def_rgb,DJI_20250929095903_0351_D.JPG,384,132,1264,21,35,142.5,1281.5,579,34.737,20.842,0.8,0.0,0.8,0.8,0.7381
147,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095947_0373_D.JPG,Part_one_pre_def_rgb,DJI_20250929095947_0373_D.JPG,376,556,2175,35,21,573.5,2185.5,579,34.737,20.842,0.8,0.0,0.8,0.8,0.7381
148,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124519_0134_D.JPG,205_Post_Def_rgb,DJI_20250929124519_0134_D.JPG,395,4870,3140,49,35,4894.5,3157.5,1110,48.632,34.737,0.6571,0.0286,0.6571,0.6571,0.7379
149,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124505_0127_D.JPG,205_Post_Def_rgb,DJI_20250929124505_0127_D.JPG,310,1730,3613,49,49,1754.5,3637.5,1448,48.632,48.632,0.6327,0.0204,0.6327,0.6122,0.7378
150,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,358,5245,1994,35,76,5262.5,2032.0,1834,76.421,34.737,0.6909,0.0182,0.6909,0.6909,0.7377
151,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095833_0336_D.JPG,Part_one_pre_def_rgb,DJI_20250929095833_0336_D.JPG,249,0,3363,35,42,17.5,3384.0,1062,41.684,34.737,0.7333,0.1333,0.9,0.7333,0.7375
152,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124519_0134_D.JPG,205_Post_Def_rgb,DJI_20250929124519_0134_D.JPG,301,3904,3057,42,49,3925.0,3081.5,1303,48.632,41.684,0.6429,0.0714,0.6429,0.6429,0.7374
153,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,330,2772,3807,56,56,2800.0,3835.0,1931,55.579,55.579,0.625,0.0938,0.625,0.625,0.7373
154,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124541_0145_D.JPG,205_Post_Def_rgb,DJI_20250929124541_0145_D.JPG,312,2696,3592,69,49,2730.5,3616.5,1979,69.474,48.632,0.6714,0.0571,0.6714,0.5857,0.7373
155,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124743_0206_D.JPG,205_Post_Def_rgb,DJI_20250929124743_0206_D.JPG,358,1737,493,49,56,1761.5,521.0,1641,55.579,48.632,0.6429,0.0357,0.6429,0.6071,0.7371
156,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095853_0346_D.JPG,Part_one_pre_def_rgb,DJI_20250929095853_0346_D.JPG,375,1994,2348,28,28,2008.0,2362.0,579,27.789,27.789,0.75,0.0625,0.8125,0.75,0.737
157,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124639_0174_D.JPG,205_Post_Def_rgb,DJI_20250929124639_0174_D.JPG,343,5224,2869,56,42,5252.0,2890.0,1496,55.579,41.684,0.6458,0.0417,0.6458,0.6458,0.7367
158,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124701_0185_D.JPG,205_Post_Def_rgb,DJI_20250929124701_0185_D.JPG,111,4085,3008,49,104,4109.5,3060.0,3379,104.211,48.632,0.6667,0.019,0.6667,0.6667,0.7367
159,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095845_0342_D.JPG,Part_one_pre_def_rgb,DJI_20250929095845_0342_D.JPG,340,2161,3897,21,42,2171.5,3918.0,724,41.684,20.842,0.8333,0.2222,0.8333,0.8333,0.7366
160,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124505_0127_D.JPG,205_Post_Def_rgb,DJI_20250929124505_0127_D.JPG,241,340,3411,63,42,371.5,3432.0,1689,62.526,41.684,0.6481,0.0,0.6481,0.6481,0.7362
161,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124609_0159_D.JPG,205_Post_Def_rgb,DJI_20250929124609_0159_D.JPG,356,723,3237,42,63,744.0,3268.5,1689,62.526,41.684,0.6481,0.0,0.6481,0.6481,0.7362
162,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,204,3682,2751,42,63,3703.0,2782.5,1689,62.526,41.684,0.6481,0.0,0.6481,0.6481,0.7362
163,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124653_0181_D.JPG,205_Post_Def_rgb,DJI_20250929124653_0181_D.JPG,385,3363,3425,49,35,3387.5,3442.5,1110,48.632,34.737,0.6571,0.0571,0.6571,0.6571,0.7362
164,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124511_0130_D.JPG,205_Post_Def_rgb,DJI_20250929124511_0130_D.JPG,339,1021,1883,28,56,1035.0,1911.0,1062,55.579,27.789,0.6875,0.0,0.6875,0.6875,0.7356
165,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124707_0188_D.JPG,205_Post_Def_rgb,DJI_20250929124707_0188_D.JPG,385,69,500,42,56,90.0,528.0,1496,55.579,41.684,0.6458,0.0625,0.6458,0.6458,0.7355
166,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124655_0182_D.JPG,205_Post_Def_rgb,DJI_20250929124655_0182_D.JPG,334,2195,3453,42,49,2216.0,3477.5,1303,48.632,41.684,0.6429,0.1667,0.6667,0.6429,0.7355
167,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124527_0138_D.JPG,205_Post_Def_rgb,DJI_20250929124527_0138_D.JPG,269,4905,2466,49,42,4929.5,2487.0,1207,48.632,41.684,0.6667,0.119,0.6667,0.5952,0.7352
168,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095857_0348_D.JPG,Part_one_pre_def_rgb,DJI_20250929095857_0348_D.JPG,356,2209,3578,28,35,2223.0,3595.5,724,34.737,27.789,0.75,0.2,0.9,0.75,0.7352
169,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124553_0151_D.JPG,205_Post_Def_rgb,DJI_20250929124553_0151_D.JPG,176,4759,861,56,69,4787.0,895.5,2413,69.474,55.579,0.625,0.0375,0.625,0.625,0.7352
170,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124533_0141_D.JPG,205_Post_Def_rgb,DJI_20250929124533_0141_D.JPG,371,3182,1695,42,63,3203.0,1726.5,1689,62.526,41.684,0.6481,0.0185,0.6481,0.6481,0.7351
171,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124557_0153_D.JPG,205_Post_Def_rgb,DJI_20250929124557_0153_D.JPG,353,5023,1549,63,42,5054.5,1570.0,1689,62.526,41.684,0.6481,0.0185,0.6481,0.6481,0.7351
172,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095929_0364_D.JPG,Part_one_pre_def_rgb,DJI_20250929095929_0364_D.JPG,271,4203,2925,42,35,4224.0,2942.5,1062,41.684,34.737,0.7333,0.0,0.8333,0.7333,0.7348
173,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095959_0379_D.JPG,Part_one_pre_def_rgb,DJI_20250929095959_0379_D.JPG,218,2188,2612,35,42,2205.5,2633.0,1062,41.684,34.737,0.7333,0.0,0.8333,0.7333,0.7348
174,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124605_0157_D.JPG,205_Post_Def_rgb,DJI_20250929124605_0157_D.JPG,356,4641,0,56,49,4669.0,24.5,1689,55.579,48.632,0.625,0.0,0.625,0.625,0.7348
175,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095955_0377_D.JPG,Part_one_pre_def_rgb,DJI_20250929095955_0377_D.JPG,370,4307,3147,21,42,4317.5,3168.0,676,41.684,20.842,0.7778,0.0556,0.9444,0.7778,0.7347
176,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095957_0378_D.JPG,Part_one_pre_def_rgb,DJI_20250929095957_0378_D.JPG,209,1084,3008,35,35,1101.5,3025.5,869,34.737,34.737,0.72,0.0,0.84,0.72,0.7343
177,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095843_0341_D.JPG,Part_one_pre_def_rgb,DJI_20250929095843_0341_D.JPG,393,1278,1098,35,21,1295.5,1108.5,579,34.737,20.842,0.8,0.0667,0.8,0.8,0.7341
178,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095847_0343_D.JPG,Part_one_pre_def_rgb,DJI_20250929095847_0343_D.JPG,387,83,3265,35,21,100.5,3275.5,579,34.737,20.842,0.8,0.0667,0.8,0.8,0.7341
179,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095903_0351_D.JPG,Part_one_pre_def_rgb,DJI_20250929095903_0351_D.JPG,392,1799,2126,35,21,1816.5,2136.5,579,34.737,20.842,0.8,0.0667,0.8,0.8,0.7341
180,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095957_0378_D.JPG,Part_one_pre_def_rgb,DJI_20250929095957_0378_D.JPG,379,3689,1306,21,35,3699.5,1323.5,579,34.737,20.842,0.8,0.0667,0.8,0.8,0.7341
181,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124523_0136_D.JPG,205_Post_Def_rgb,DJI_20250929124523_0136_D.JPG,391,4821,1188,56,28,4849.0,1202.0,1062,55.579,27.789,0.6875,0.0312,0.6875,0.6875,0.7338
182,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124613_0161_D.JPG,205_Post_Def_rgb,DJI_20250929124613_0161_D.JPG,232,4092,2112,56,56,4120.0,2140.0,1931,55.579,55.579,0.625,0.1562,0.625,0.625,0.7336
183,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095817_0328_D.JPG,Part_one_pre_def_rgb,DJI_20250929095817_0328_D.JPG,277,1077,2348,35,35,1094.5,2365.5,821,34.737,34.737,0.72,0.08,0.92,0.68,0.7335
184,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124529_0139_D.JPG,205_Post_Def_rgb,DJI_20250929124529_0139_D.JPG,176,4495,1799,63,63,4526.5,1830.5,2365,62.526,62.526,0.6049,0.0,0.6049,0.6049,0.7334
185,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124519_0134_D.JPG,205_Post_Def_rgb,DJI_20250929124519_0134_D.JPG,387,3696,2786,42,42,3717.0,2807.0,1110,41.684,41.684,0.6389,0.1667,0.6389,0.6389,0.7332
186,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124517_0133_D.JPG,205_Post_Def_rgb,DJI_20250929124517_0133_D.JPG,46,1549,2744,90,160,1594.0,2824.0,8205,159.789,90.316,0.6087,0.0334,0.6154,0.5686,0.7324
187,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124553_0151_D.JPG,205_Post_Def_rgb,DJI_20250929124553_0151_D.JPG,337,3793,3578,56,56,3821.0,3606.0,1786,55.579,55.579,0.625,0.0,0.625,0.5781,0.7321
188,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124617_0163_D.JPG,205_Post_Def_rgb,DJI_20250929124617_0163_D.JPG,62,0,653,76,83,38.0,694.5,3620,83.368,76.421,0.6061,0.0152,0.6061,0.5682,0.732
189,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095907_0353_D.JPG,Part_one_pre_def_rgb,DJI_20250929095907_0353_D.JPG,235,83,3647,35,35,100.5,3664.5,869,34.737,34.737,0.72,0.04,0.84,0.72,0.7319
190,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929100003_0381_D.JPG,Part_one_pre_def_rgb,DJI_20250929100003_0381_D.JPG,168,3237,2070,42,42,3258.0,2091.0,1255,41.684,41.684,0.7222,0.0556,0.8056,0.7222,0.7317
191,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124625_0167_D.JPG,205_Post_Def_rgb,DJI_20250929124625_0167_D.JPG,39,2640,1362,83,83,2681.5,1403.5,4054,83.368,83.368,0.5833,0.0,0.5833,0.5833,0.7317
192,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124701_0185_D.JPG,205_Post_Def_rgb,DJI_20250929124701_0185_D.JPG,282,3092,771,49,56,3116.5,799.0,1689,55.579,48.632,0.625,0.0536,0.625,0.625,0.7316
193,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095851_0345_D.JPG,Part_one_pre_def_rgb,DJI_20250929095851_0345_D.JPG,311,1306,3321,35,21,1323.5,3331.5,579,34.737,20.842,0.8,0.4667,0.9333,0.8,0.7315
194,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095857_0348_D.JPG,Part_one_pre_def_rgb,DJI_20250929095857_0348_D.JPG,339,1341,2209,35,28,1358.5,2223.0,724,34.737,27.789,0.75,0.0,0.8,0.75,0.7312
195,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095901_0350_D.JPG,Part_one_pre_def_rgb,DJI_20250929095901_0350_D.JPG,366,4689,3085,28,35,4703.0,3102.5,724,34.737,27.789,0.75,0.0,0.8,0.75,0.7312
196,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124535_0142_D.JPG,205_Post_Def_rgb,DJI_20250929124535_0142_D.JPG,335,445,1396,56,56,473.0,1424.0,1882,55.579,55.579,0.6094,0.0156,0.6094,0.6094,0.7309
197,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124607_0158_D.JPG,205_Post_Def_rgb,DJI_20250929124607_0158_D.JPG,96,584,1521,63,90,615.5,1566.0,3427,90.316,62.526,0.6154,0.0,0.6239,0.6068,0.7309
198,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095821_0330_D.JPG,Part_one_pre_def_rgb,DJI_20250929095821_0330_D.JPG,208,1299,1848,35,42,1316.5,1869.0,1014,41.684,34.737,0.7,0.0333,0.9333,0.7,0.7308
199,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095851_0345_D.JPG,Part_one_pre_def_rgb,DJI_20250929095851_0345_D.JPG,293,709,1681,28,28,723.0,1695.0,579,27.789,27.789,0.75,0.0,0.75,0.75,0.7308
200,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095855_0347_D.JPG,Part_one_pre_def_rgb,DJI_20250929095855_0347_D.JPG,325,354,2723,28,28,368.0,2737.0,579,27.789,27.789,0.75,0.0,0.75,0.75,0.7308
201,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095947_0373_D.JPG,Part_one_pre_def_rgb,DJI_20250929095947_0373_D.JPG,380,764,2501,28,28,778.0,2515.0,579,27.789,27.789,0.75,0.0,0.75,0.75,0.7308
202,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095949_0374_D.JPG,Part_one_pre_def_rgb,DJI_20250929095949_0374_D.JPG,358,1327,3397,28,28,1341.0,3411.0,579,27.789,27.789,0.75,0.0,0.75,0.75,0.7308
203,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,287,1188,2619,56,63,1216.0,2650.5,2027,62.526,55.579,0.625,0.0,0.625,0.5833,0.7306
